taibQq,ETAdLU,Yezusb,KZpDYO,2008-01-21,2008-02-21,0.09,21,34
VFsQbc,cIDRJC,cTrMhZ,fOfjUd,2009-09-17,2009-10-17,0.15,33,45
rVzCMU,cplIfE,ENjFOo,MspyZU,2001-04-12,2001-05-12,0.16,39,49
oUZIyW,BXKTpA,kkzqha,luyLJG,2008-07-01,2008-08-01,0.06,48,57
RmKYRa,vlyKBJ,hmXoOM,GIkUqc,2000-04-06,2000-05-06,0.07,12,15
bnsTmu,gFttvf,RYYQxj,GbQwXH,2008-12-05,2009-01-05,0.04,10,21
DduWnA,FnqMAn,WxGhzB,OoyPVf,2005-06-04,2005-07-04,0.13,0,3
aBleDW,UiaiNA,pHdmgJ,QYCVwI,2004-03-11,2004-04-11,0.22,47,48
QKFCHM,EbQLTa,WnrLEI,yhFOdU,2010-08-10,2010-09-10,0.24,8,13
aeRlKt,RFFuFw,PcWptI,RwbQXK,2002-06-24,2002-07-24,0.21,32,41
aHdkDe,ejrehY,vZstPm,orZoPi,2011-12-10,2012-01-10,0.18,7,15
PQBphc,lRxruE,KGKsQF,OGslHH,2004-08-31,2004-09-30,0.02,14,17
lCDUww,hOwZlL,UqPUcy,bXqPRi,2008-02-22,2008-03-22,0.08,7,17
ozGLGM,PwgaCw,hokXKZ,NqgPLq,2002-06-21,2002-07-21,0.14,26,39
ObExdm,NddaNt,TcEkGl,tNjkoZ,2005-08-01,2005-09-01,0.0,21,29
JcHKvQ,MXwZtV,UyUEHH,fZyRfS,2000-03-01,2000-04-01,0.1,45,51
eDvvOR,wispFq,fPHkCw,BAuGvb,2001-08-23,2001-09-23,0.07,1,7
DQEOtR,UAdgAl,itNzDS,QfRumu,2005-08-12,2005-09-12,0.17,4,14
agVAOE,xyIlUj,YRrxHD,VwTDqd,2007-11-24,2007-12-24,0.12,21,35
LXPLLE,lIFTpV,ARiywm,XZSDfd,2010-12-18,2011-01-18,0.13,26,30
zQhacQ,vbYZEt,AQpgLO,fnBvnr,2008-03-21,2008-04-21,0.23,42,56
pqdFij,apmSFB,plYPWG,ZEvyFT,2005-11-11,2005-12-11,0.01,31,35
eDJaIy,enPIsB,dfXOFQ,RpfCMF,2011-12-05,2012-01-05,0.21,48,58
nufOTZ,OYgALK,PQLPPs,pewNzr,2006-08-24,2006-09-24,0.15,40,46
NaziMM,OcwocE,CaCurj,jWIcMy,2006-01-06,2006-02-06,0.21,6,19
UphRrb,BrTurw,pgSkql,aKHNWo,2006-05-12,2006-06-12,0.21,19,24
DAFLKK,sznFNH,ULvnMm,FFHcdd,2006-09-02,2006-10-02,0.13,32,42
cJNWPw,zLSbwb,fFHXJI,BAONUe,2011-04-23,2011-05-23,0.04,35,38
SoZsMd,tjVTTC,gAXXUW,RnsIys,2003-01-09,2003-02-09,0.23,40,51
UDaUsJ,UbyyQq,BwLBHj,kVrFXj,2002-10-25,2002-11-25,0.09,36,38
pGWXnH,shKitr,WLpmiy,fyWmFx,1999-01-12,1999-02-12,0.07,48,60
oeRmYu,wqKQvq,iywGMA,QcNsoU,2007-05-25,2007-06-25,0.0,48,50
bNQhCc,WIEUru,bibGXB,HUXApc,2004-02-27,2004-03-27,0.06,2,6
YUTSvf,KtDphy,cswQbo,ukTASJ,2005-09-16,2005-10-16,0.17,0,12
FBkvwD,KzYKjs,zZQSoL,QzpSJp,2004-04-24,2004-05-24,0.21,20,27
VBYYOe,MJEGVA,UkpxQt,JXHtIG,1999-07-29,1999-08-29,0.03,30,32
TKnmUY,UyzwwT,cmQKab,ezRVcv,1999-07-16,1999-08-16,0.0,38,38
FrLiFZ,hdiEvs,khdvTO,AgZHFn,2007-09-17,2007-10-17,0.24,23,33
PYakxR,kEXtHl,Dondtx,nruakr,2003-06-28,2003-07-28,0.0,28,37
ODlHyv,CATghh,myxBsr,fLQpPs,2003-10-30,2003-11-30,0.12,10,24
RbZUiQ,xMBlLr,UFkPbR,dICopG,2006-03-07,2006-04-07,0.22,34,43
inAhFj,UackNA,pbnHuM,NgRNzH,2004-10-21,2004-11-21,0.14,35,45
VFFORd,yYobeC,WpbHYe,iOKrxp,2009-01-08,2009-02-08,0.23,39,43
MZAium,mFfUvH,znHAom,HlGYYL,1999-11-12,1999-12-12,0.01,20,33
GksEAL,vLKcuD,MjwWzx,FdrYGA,1999-06-01,1999-07-01,0.05,19,23
focTET,qgaFNS,RHkwdW,vMbMxo,2007-04-07,2007-05-07,0.11,44,44
BGuNnv,NAvviM,rhbuKQ,rsFWzr,2007-06-02,2007-07-02,0.14,42,45
FKBDxU,zbuOCe,eVSlGp,hBVUnq,2011-05-05,2011-06-05,0.21,34,44
JZEgBL,qomSns,ifMULV,eaSsza,2006-09-26,2006-10-26,0.23,20,22
TNLKBC,ObsxiO,WlNWCX,HKtASg,2001-07-18,2001-08-18,0.05,16,16
WLJUnU,JFMKJT,PyOGmp,TQpfsW,2010-02-20,2010-03-20,0.21,2,3
GxzsQJ,BhlbMr,MWueWP,SNnATZ,1999-12-20,2000-01-20,0.08,29,43
FMSBvo,yZrXWK,ojgnja,VbUuTq,2001-10-29,2001-11-29,0.13,26,40
yLPlJt,QsOClx,ZpGzot,gqsZMR,2001-04-03,2001-05-03,0.15,20,29
xRjvyT,SOlGxA,uEAntn,achocm,2011-06-11,2011-07-11,0.17,37,39
fnBMKr,uIzEnl,RdavWB,HxLDzx,2003-06-07,2003-07-07,0.14,6,10
BAgwmg,DQtPcY,LvMUFJ,OWBtNt,2000-02-10,2000-03-10,0.22,43,49
pYqSXD,hcHkSN,gjyJYi,pYhHdD,2010-06-11,2010-07-11,0.17,14,22
dfMrxc,kbKzcO,vihMVF,mrVDiS,2004-10-09,2004-11-09,0.11,1,15
IpSkjs,ndbIpT,xfGncE,faUzGv,2002-06-08,2002-07-08,0.19,44,47
HvKjNO,eqlnvv,Oaovry,aBmfVF,2005-12-08,2006-01-08,0.02,22,25
tfySqp,aSWSeu,DRkRlG,nQadva,2006-01-14,2006-02-14,0.02,30,31
VmPHis,pkULGB,saRHfp,sVdtqS,2003-07-29,2003-08-29,0.19,40,41
TWrcYg,ptlnhm,kQwTaE,fOGqeb,2003-10-10,2003-11-10,0.12,30,35
KibFsS,zhwCJG,GdUkaH,ZWMXkN,2011-06-25,2011-07-25,0.05,4,8
bzZCrF,mbKyRw,zajlpC,XhjqLE,2002-10-18,2002-11-18,0.13,41,52
bUqVIf,SbmgFz,NoRsJM,JOTsxw,2005-10-22,2005-11-22,0.2,39,51
PkKLIk,GYFyMz,CZGVkr,wjvVdo,2009-01-03,2009-02-03,0.13,20,20
DJIwxB,zzgDUO,FOCxCz,rqWJCd,2000-05-01,2000-06-01,0.23,9,21
JksAvz,NuqDar,yfDjvh,cAgpLN,2002-06-10,2002-07-10,0.11,9,23
uvzrVY,bWlvQf,TLmVYb,BfoqRb,2011-02-05,2011-03-05,0.09,11,22
HjgXmZ,QPxZWF,mcHqri,pgGQyM,2011-12-02,2012-01-02,0.05,1,5
ZTKZUK,xdwzfZ,lTpMem,TpCSbe,2002-07-17,2002-08-17,0.18,19,23
bBYdEn,GMGZtG,ivarZB,BGZSdZ,2005-09-27,2005-10-27,0.09,32,45
sCNSQD,ifmJwQ,weTWUX,dJSeDO,2001-03-02,2001-04-02,0.05,4,6
SfUOUe,qiKgAp,eAncRN,osNacx,1999-09-28,1999-10-28,0.0,10,11
eCddIO,oCeoJZ,fkvhdN,zKNuRk,2011-11-19,2011-12-19,0.17,48,51
KcnIkw,wRmROv,KrRjsC,LpoZYG,2008-08-12,2008-09-12,0.23,2,6
bghxtI,wdyggW,cZulip,NTZIwc,2009-01-23,2009-02-23,0.08,14,21
jVRqup,MnUeRl,MzpIMd,WNzrZt,2009-03-18,2009-04-18,0.22,46,60
iRKuPh,NadXlV,uYwRWb,wDltVv,2000-08-12,2000-09-12,0.09,5,8
wedTNk,IvaOqs,wqrXoY,YQdghU,2006-05-09,2006-06-09,0.09,25,30
UuTFvM,lilIRC,yxjZTl,NLroAq,2010-06-22,2010-07-22,0.1,41,46
YNdiod,sTjlua,SRCvVI,nIQoZN,2004-07-22,2004-08-22,0.16,39,40
GuOtVs,SXTUbm,fvwaZN,cyGpGR,2004-01-06,2004-02-06,0.0,5,13
IqWCDu,cliCDH,pvSjVG,RelIRX,2003-04-16,2003-05-16,0.15,14,15
Fnqtap,BSKRaC,kCXLzm,QxbhVt,2005-11-24,2005-12-24,0.05,17,28
gkmZuo,XNsMCX,VbbORo,TzlLnn,2005-08-10,2005-09-10,0.06,6,20
PwnRhZ,aAKcMT,THossB,UsluaM,2008-01-14,2008-02-14,0.1,46,58
jqkxFl,JOlLXR,LLplFs,KIvVCu,2003-02-03,2003-03-03,0.23,14,20
OZrkiA,rvvOdb,uNFNps,EZjGeH,2008-03-12,2008-04-12,0.16,21,21
MapuXx,gSMDvR,rSBgHq,WUpcWG,2006-08-11,2006-09-11,0.07,44,58
vmLRSG,RcdyGd,vYtZXB,VHjBvv,1999-07-22,1999-08-22,0.21,19,31
cYNzYi,eGZMeW,JzMnNw,tYKEwY,2005-05-13,2005-06-13,0.04,37,48
uCLStj,HPrBvn,SaBpFC,wWwxxv,2011-08-22,2011-09-22,0.24,3,17
vvftaa,wDwxAC,PGlOwU,EmpUvP,2004-06-08,2004-07-08,0.18,30,44
VeItkW,Tifjiw,KQLDyG,LdpTAx,2007-07-07,2007-08-07,0.12,19,24
IrjnIj,FNRsGG,LxXxyh,tuTZvL,2002-04-17,2002-05-17,0.02,8,17
QiITlT,QbFryT,aQqIwI,cgHwFi,2000-12-15,2001-01-15,0.13,32,32
MGZoQb,pzlBhN,POSIzq,GbUEWx,2010-06-07,2010-07-07,0.05,43,54
YfnPRA,SVIrqH,xZwezh,hFfYNG,2010-02-05,2010-03-05,0.15,33,44
Petetz,dGMhYX,KXeakR,tRzXwp,2007-04-07,2007-05-07,0.09,16,20
XNomYj,PnpZao,njXHgw,CsXmBZ,2011-04-15,2011-05-15,0.12,42,42
nzIPDX,bZykUB,BzyayL,OULSJL,2008-05-03,2008-06-03,0.2,36,36
gibwTw,tRhFYz,lesdcu,SAYLVn,1999-02-05,1999-03-05,0.22,22,30
QShoDg,tDLLkZ,zSPUxi,XoGdNK,2002-11-09,2002-12-09,0.02,4,13
MjPZkm,KDeFBh,Eogqbd,GXJjke,2010-04-21,2010-05-21,0.07,12,22
buFedE,IewNzN,wqdlYP,EsSSrr,2008-01-25,2008-02-25,0.23,39,44
TbceGS,Dxqtxt,kVYURx,uvanuW,2002-06-21,2002-07-21,0.15,5,11
aIRUcJ,Pxfhbb,kDXEDo,yfsNhe,2005-11-14,2005-12-14,0.03,42,45
BsQOwn,AUvcyC,OJlcLk,taXFOd,2005-12-09,2006-01-09,0.24,28,31
LGSbUk,kaNRwv,GAXJtZ,omZEtn,2003-03-08,2003-04-08,0.02,12,12
VXVIIG,lPPFNu,yxxWOs,CKoiMx,2002-01-22,2002-02-22,0.23,13,14
hAhlQV,rQzyIV,UmVZjj,UKgxuH,2002-02-11,2002-03-11,0.2,5,16
RlumoA,QwFNSL,duYBCn,XBsTzq,2009-08-07,2009-09-07,0.13,42,47
YBnPKP,aMRrxK,OBmBUI,HlUNqR,2006-10-31,2006-11-30,0.17,34,34
FBkWOg,gzshdn,ZMXeGR,UYCLcB,2007-03-22,2007-04-22,0.24,0,6
IXIDYQ,OAtVkE,JCyeOa,lHzhEO,2010-02-15,2010-03-15,0.22,12,16
EHnVgY,sCVoFJ,AaSCVp,pEfrDn,1999-03-03,1999-04-03,0.22,16,17
CeESoI,nxONVA,yCcSlq,qTaoex,2006-04-20,2006-05-20,0.24,17,22
GqKKZo,HOqrBI,evfnMb,mONvba,2005-03-16,2005-04-16,0.2,4,8
eIOiwM,mUVDGO,xiUPIc,sVCfBv,2006-09-11,2006-10-11,0.1,22,25
utpoRK,QjDMMm,qDEEhR,vlxHPS,2007-02-20,2007-03-20,0.04,35,35
davDTV,vjkKeG,xaFchi,NehBfh,2005-09-17,2005-10-17,0.08,25,27
gmjvJi,IVqhDm,KWjSPq,PlOcBT,2008-12-18,2009-01-18,0.08,31,33
IbBMcs,muDvtY,unwizU,fYAThw,2000-11-10,2000-12-10,0.15,25,25
cwKDLl,dJCZkk,HVydhB,GqiLkl,2000-10-06,2000-11-06,0.15,23,25
NLweoL,hKftqL,MXzvXX,dKhLZp,1999-04-19,1999-05-19,0.0,14,18
GvsrVb,GjisAE,ciPQVV,eUFOfn,2011-07-02,2011-08-02,0.02,25,32
rRNoXo,YvMEyI,eHBSwm,vnVyVX,2003-07-12,2003-08-12,0.05,31,36
LwSKFK,YHjjQT,BLxeOm,xHkKsj,2003-09-20,2003-10-20,0.0,23,35
zFldKw,CHfhCF,KimWzO,BxOVnb,2002-08-12,2002-09-12,0.23,15,20
aFOrEw,lUyihD,yIXXHL,LVIJso,1999-11-12,1999-12-12,0.06,35,39
xXeULq,IETTSB,ZArZYm,sSHXCF,2000-09-04,2000-10-04,0.24,39,49
sayHHS,gQYzWs,gwAhrh,jRqACJ,2008-07-02,2008-08-02,0.24,8,14
BPMvhZ,XTASHh,eDSdqv,LKHWKn,2005-05-24,2005-06-24,0.23,1,14
OnOhaQ,ygoCjT,myEzwh,fDAPty,2005-10-22,2005-11-22,0.09,48,51
xBZUle,GrBQwh,zfGcDe,oTwZVk,1999-05-17,1999-06-17,0.04,19,19
LXaFKi,PZiXDt,EszvuQ,pAhpYx,2005-10-11,2005-11-11,0.15,30,33
NpiftL,UGPGMw,ebEqDl,idFknJ,2004-07-07,2004-08-07,0.02,40,44
nWskVx,adnTSW,kKTvYN,vAVaLT,2009-08-05,2009-09-05,0.17,19,26
SuxVNj,agycwA,mXZeoH,GfnaOP,2010-12-20,2011-01-20,0.24,8,13
ugHUbG,rgNPSJ,GIcbrn,axaXvO,2005-09-28,2005-10-28,0.22,46,50
RrvGwD,HePlHx,Jpzarr,dIXAkk,2000-10-27,2000-11-27,0.19,0,1
owfXED,ESyadf,HdiWLD,DxSqCE,2009-04-30,2009-05-30,0.11,40,48
MYLZOw,mSwCwn,ZvNbxt,MuwjWh,2011-05-27,2011-06-27,0.12,41,50
HmbhdK,dVixTv,cqyYJw,qqVOhp,2008-03-11,2008-04-11,0.18,39,43
bnAqsR,HXypvf,bPUdOI,RDkPdk,2011-10-03,2011-11-03,0.18,40,50
mCtCtp,OhKJXo,FgUyNW,cpNpjS,2011-04-19,2011-05-19,0.24,22,32
dhjaWj,WWWyNz,midbtW,vcCFTw,2003-06-09,2003-07-09,0.19,21,32
XSXpWS,jlxPeU,ZCNjTj,anMAsK,2000-06-17,2000-07-17,0.18,30,32
bVtvji,GQOyow,RqVDRo,ovdOFw,1999-12-16,2000-01-16,0.04,10,18
JZuxtR,DyZkyT,wrQDMr,BFhbKg,2008-01-14,2008-02-14,0.17,13,21
zyJjMT,IqpcNq,mpYSCD,hvFHMP,2007-03-03,2007-04-03,0.11,17,28
oEIQlC,BgRKMW,eQWWlU,IaQUZI,2011-04-27,2011-05-27,0.19,16,18
kqVFps,gtwnvO,uwwtxv,vtZROw,2008-11-07,2008-12-07,0.05,49,60
jzLkAY,HVyDeY,KkCsTf,fsSIoU,2005-11-02,2005-12-02,0.15,42,50
pRrtDo,wZOQId,bKpnJR,VSTxyh,2005-10-24,2005-11-24,0.08,5,10
ZZyIgp,pmASkG,KssyRn,vbNsYG,1999-12-04,2000-01-04,0.21,47,58
JCbtGe,wnPgYJ,PBrSTs,BRhtAp,2008-02-21,2008-03-21,0.09,0,3
nnitgc,oOxcdc,nwaIXr,GSnzWi,2002-11-16,2002-12-16,0.12,10,11
MAoiUS,kkopDR,BJwLuJ,GUaGUP,2006-11-29,2006-12-29,0.07,12,14
HmdvVG,noXjwd,SVDNQC,gOzJPx,2011-11-18,2011-12-18,0.21,6,10
tIrgJF,AAaCpY,IlUCur,mxkufq,2000-10-30,2000-11-30,0.12,44,54
kcTNVx,jSsjUe,GCzSzm,HBbCZq,2000-01-20,2000-02-20,0.22,1,8
jrnGqB,ySeUOc,WOCWaq,JHGUky,2006-12-06,2007-01-06,0.02,18,32
YOqRJi,DejXNx,WpHNmE,DQZrUW,2000-08-12,2000-09-12,0.16,2,6
uqeItD,SCevgx,clfbzj,eqqlTB,2011-11-02,2011-12-02,0.11,1,11
WAlfLC,FeIjDH,zkkGrQ,aCqBBN,2002-01-10,2002-02-10,0.23,28,42
nPksCv,yYddUG,ToQKYB,OWmeze,2005-06-20,2005-07-20,0.0,40,52
HIKzEB,OHZEwm,PKnpDC,QtDibd,2000-06-30,2000-07-30,0.21,18,22
AWBMZE,KpNRNp,oTeorb,LdONqo,2005-01-13,2005-02-13,0.06,2,7
WUWCKI,VnBYel,nVmYUP,AiEEfd,2006-05-31,2006-06-30,0.18,27,35
atGcNk,mbtwAE,oJBDzJ,lURVgv,2008-02-06,2008-03-06,0.0,26,31
FbVVbg,rGduPW,kdZQAu,mEctAv,2010-09-25,2010-10-25,0.1,24,32
vCZbLn,nEMiip,mvqnSn,oVbsfs,2010-07-31,2010-08-31,0.13,31,34
zizFQT,YjDFZB,OIMbfu,BXBjVQ,2000-01-26,2000-02-26,0.18,15,15
daiNFP,htBudv,VwmrQJ,msHigi,2006-07-20,2006-08-20,0.12,35,41
sJEKUP,wFFvHc,tPpJLj,BuoEHk,2008-06-18,2008-07-18,0.03,14,18
kTDgYM,ATxjqg,mAzEYG,nvGujQ,2004-01-05,2004-02-05,0.24,47,47
jXIMtG,fVrYLT,wwKWPj,AxDvzg,2007-01-18,2007-02-18,0.24,18,24
tXBefN,qoufxd,SJfWSw,SSbLJR,2010-07-20,2010-08-20,0.12,29,36
qQDURy,RKVcNd,SAPYeW,yInZzI,2001-09-01,2001-10-01,0.07,46,51
LWVpYi,YqEzYB,IPOcFd,ZLVYYO,2011-12-21,2012-01-21,0.22,11,15
WaTFjg,hSkjCP,CJiNlb,NQQIgO,2003-07-01,2003-08-01,0.03,0,8
YjjDEv,eIdjWP,xXiTYX,FCCrWo,2000-10-04,2000-11-04,0.02,24,38
evphqI,LDNdZa,aIDgKc,bqEHks,2003-08-07,2003-09-07,0.15,3,7
fGiApc,IzWMvo,FhntvP,KQdhNU,2006-09-19,2006-10-19,0.21,34,40
AsumlR,YqzbUR,ViUXhK,sihPJx,2006-08-19,2006-09-19,0.15,39,46
upkhPj,kopxXE,yIlyQy,hPHVmM,2006-05-15,2006-06-15,0.13,31,41
wWuYQZ,bPUTju,BtXxSC,NbRBNK,2010-03-06,2010-04-06,0.0,49,54
pPEBPZ,vVcIbC,pknCcT,fWrcYe,2004-05-03,2004-06-03,0.03,0,4
BVOxTa,cVfgwu,WBqoOB,FTQsog,2007-01-22,2007-02-22,0.24,4,9
iJTFXm,JgBkkl,DrFoLI,dRBHEz,2003-04-12,2003-05-12,0.23,5,5
NqRKQu,BCRVda,vmKWus,wmFdxB,2009-05-06,2009-06-06,0.13,9,21
JcjuEY,AhgEGT,PQzJya,wZvJlU,2007-12-14,2008-01-14,0.08,34,41
mgpkUH,WxbbGy,qTFzFb,CQwUpZ,2000-10-14,2000-11-14,0.17,46,48
uPmdEQ,LFOINt,TCoDDO,vleumK,2006-03-18,2006-04-18,0.06,12,19
RDSWRY,gOJvEj,zjnXnm,RCmPAT,2005-12-19,2006-01-19,0.23,18,30
xUmpnM,vOwwUM,CAsXGp,pvCmAM,2010-09-28,2010-10-28,0.14,3,15
pTaReu,QJWYNE,fmJphC,hVtzHG,2002-09-09,2002-10-09,0.02,7,9
jSaqnC,kzLfBq,raPepW,fEQGIe,2001-04-21,2001-05-21,0.23,15,25
vkExKT,Lonfpv,JmhJxO,sbmNDZ,2000-05-26,2000-06-26,0.19,12,26
ygukJm,jzrYsf,XPZyhQ,bBpKLf,2006-05-02,2006-06-02,0.21,16,18
zxiXpU,AgZDtB,IyEAoH,NVLrZV,2011-09-16,2011-10-16,0.0,43,44
mHfkbG,KEspZL,ocTMmV,vnCzpu,2002-08-15,2002-09-15,0.15,10,12
SqmtQk,QfmEsd,UqjdgL,EPahnx,2001-09-04,2001-10-04,0.12,26,32
mIymAj,CLYyru,gytGUP,fghGVX,2009-10-17,2009-11-17,0.17,17,24
GXKHJb,ouhagQ,URtruY,SHGCdw,2008-08-11,2008-09-11,0.0,37,38
BSXMKP,vHMhCl,wSSDyu,nwnful,2000-01-27,2000-02-27,0.07,22,24
OMAcUS,VlAacj,BnPwnQ,HvnwfP,2004-01-10,2004-02-10,0.17,43,44
zVpNXa,EjIAZs,TXAbOW,leqkKY,2001-02-15,2001-03-15,0.01,2,4
YghhuE,oVGxUL,BEfeme,VqRnGA,2004-06-28,2004-07-28,0.24,39,43
yarJxb,WpUXgZ,GFEshw,saAvqG,2000-04-06,2000-05-06,0.06,44,46
lmyHkE,CXZnji,QjDNrZ,Uccvsy,2003-05-12,2003-06-12,0.23,39,40
UjjLKW,dWicKq,sTJgix,xHOatR,2008-07-31,2008-08-31,0.09,10,15
ARNjAG,ZZBFOk,JilOzh,LCiepQ,2007-02-05,2007-03-05,0.21,10,10
JWSekI,KHBqkZ,oMfgZb,CqzADD,2004-03-11,2004-04-11,0.13,25,37
NtJgjC,GYmRao,hklFyN,JcSHRU,2009-10-09,2009-11-09,0.24,39,48
kleSkA,ZPFeHq,eihGAi,OFTtHP,2003-03-21,2003-04-21,0.13,38,52
ZtCEXF,yaEXqu,xrVFft,bADHph,2003-07-16,2003-08-16,0.09,30,38
uyInYm,PnUfgT,HpZYTR,ZmacfG,2005-07-23,2005-08-23,0.23,47,52
vTmLQx,DsylsO,rCsLiM,UthMrr,1999-07-22,1999-08-22,0.12,36,36
YEJneX,jSedxt,FATHax,amadxp,2009-11-11,2009-12-11,0.08,18,31
fuqFSj,YEtozO,lAKNqA,TLxczN,2002-07-19,2002-08-19,0.19,6,13
YJkglM,cRhDVL,pSEsed,oAYZzx,2008-06-10,2008-07-10,0.0,40,43
KOYDMX,HdfJWA,VmCNJm,wpOexs,2011-11-28,2011-12-28,0.16,11,24
GDJDwt,jzTpzE,guMvTu,WriKnE,2008-06-06,2008-07-06,0.03,6,12
lBaQpZ,ccmnrJ,FxJfJX,uEoUZk,2001-12-14,2002-01-14,0.16,2,4
SniYrW,zRHQRd,uuNhiG,hTPHeU,2011-01-17,2011-02-17,0.08,8,14
HFFpkj,jHgkzR,ujdozm,dLqlHN,2003-09-06,2003-10-06,0.16,48,53
vvTgbz,WNCDmE,CQYaWo,dzzqeN,2005-11-10,2005-12-10,0.16,38,48
yLBcBK,WtNhYm,nNrxlO,exZQWD,2003-07-29,2003-08-29,0.0,15,26
FHfoAN,xIwWCa,wzxZEW,eVXxgS,2005-07-23,2005-08-23,0.24,41,47
TRycDL,RhIIIU,iwcKss,QhXySi,2002-01-29,2002-02-28,0.17,1,6
MpBgvH,dKZQbh,MGeSik,xAUBKf,2000-05-18,2000-06-18,0.05,17,22
SagrKq,sJruTR,SnLAlH,gPqxja,2003-08-14,2003-09-14,0.01,26,33
hyvXet,vMvTWC,vMDlNW,TpVPqa,2007-10-29,2007-11-29,0.11,40,46
IdZaBU,EcYqfD,RjYyeG,VUuyla,2008-01-25,2008-02-25,0.22,2,11
BznmuZ,GQzknm,ZXUTiF,JjYfUp,2006-01-09,2006-02-09,0.14,27,28
eqoYPT,wKAgWz,MrQtPz,ujdbMB,2010-02-02,2010-03-02,0.02,27,37
XtlAKp,CWDmGr,yEiWQl,SyBrTZ,2007-08-16,2007-09-16,0.04,41,50
OIFBig,zMZFBD,SAElIu,MnopJL,2005-06-25,2005-07-25,0.11,30,36
SXHbZZ,GfapHB,BgxNJF,ugKxei,2009-11-19,2009-12-19,0.1,30,37
cUSdlu,tlTQfR,lmfiwk,dYgKtf,2007-04-26,2007-05-26,0.04,38,52
VqVYMU,jUCJIs,HFEOrh,pDHbVS,2000-09-19,2000-10-19,0.04,6,8
VGoHPr,wPpWdk,vGDjFe,dENZdE,1999-05-21,1999-06-21,0.04,4,17
NsrykU,VxwPJq,JxmoTC,EOkkMT,2003-11-17,2003-12-17,0.09,31,32
CVaCEu,NtWWxe,WvsCpT,IevwUs,2009-02-20,2009-03-20,0.07,22,26
JchgCx,RjrzbY,jXjngi,nUFuDo,2003-12-01,2004-01-01,0.19,17,27
BrvlOW,xYTbuv,RpjciS,sdzNjn,2003-11-28,2003-12-28,0.14,5,8
JeYKFW,zmkXqE,xeBHtO,LHtDXW,2001-05-03,2001-06-03,0.01,11,25
znjHrc,DEPVbi,iGjGfZ,PJYjzq,2010-02-27,2010-03-27,0.07,43,47
SpuYyw,pNuKKq,hajtKL,bLMrAo,2002-07-13,2002-08-13,0.21,13,22
LoHOxT,RmkSrb,TwzoYa,NXDAkK,1999-01-11,1999-02-11,0.02,5,15
LxKxON,LxJBDB,mSxOIb,YLsYuz,2001-06-27,2001-07-27,0.03,21,22
BIezVl,ZaeHnk,uOxYWU,EzNqJU,2007-07-30,2007-08-30,0.14,13,21
Okqoof,zRbLZk,eptCjG,fzQHQe,2006-05-12,2006-06-12,0.16,22,35
sSCoFR,YMpZCG,oxDELM,pPfmIB,2007-10-08,2007-11-08,0.16,46,50
KVnKzz,ZqxBFY,NmuzKD,XvapVH,2005-08-23,2005-09-23,0.05,27,40
sLELnt,bNfFKg,FXCIvi,WBSPbb,2001-11-28,2001-12-28,0.12,32,46
KFHydh,hoMKBc,Hrfubb,DHUseP,2010-02-16,2010-03-16,0.02,36,36
FRsgzM,qlvWpp,JimKAp,vXzcfb,1999-01-14,1999-02-14,0.19,33,41
elNyYD,QgEgDs,FyxQne,WOYGtz,2005-04-11,2005-05-11,0.17,15,18
KWTnKr,cfyuXR,MHVEco,hSJdqE,2009-01-09,2009-02-09,0.21,3,17
yebvZQ,uiSkSD,zgRBmZ,OuguJg,2004-09-29,2004-10-29,0.12,20,20
SwhFkH,cwwhYN,AxQAkV,lvahuE,2001-11-05,2001-12-05,0.22,1,9
znpKKh,LmIOIr,sYXjks,WtxcTd,1999-02-27,1999-03-27,0.09,45,52
rtvRvl,kkZslK,INxNnR,UVMIgt,2002-07-05,2002-08-05,0.02,22,22
CHSXaz,crznfZ,mEAhVs,xJOmkD,2004-05-22,2004-06-22,0.17,10,17
vRtNVH,GaHqGy,mwxndT,TTkgmH,2004-05-28,2004-06-28,0.0,4,18
WrPVtu,xVdhXW,Ngwulp,Nlemwu,2001-09-26,2001-10-26,0.18,32,33
rFokpA,CjwoJU,YhehWO,YAjQxh,2002-06-12,2002-07-12,0.14,45,59
QYEdKW,oMOGav,xrpOvI,QAdObR,2011-05-09,2011-06-09,0.1,6,11
Qablqe,rCwTZt,uNfKDu,DRfhez,1999-11-10,1999-12-10,0.11,27,36
cFxbEX,iQzVhM,aAoUBR,tJUzOf,2006-02-06,2006-03-06,0.22,33,37
SyAftM,aDTcAR,ABtyPb,FxMStT,2010-05-11,2010-06-11,0.22,26,37
PPuhsQ,nIjNfS,WVhckv,QCYfBT,2001-06-16,2001-07-16,0.0,46,55
CPlOpP,Eylezn,QfTAOU,gDgURy,2011-09-12,2011-10-12,0.21,22,31
dhlnvS,btIKQA,RhreZh,QwoGrs,1999-02-10,1999-03-10,0.03,17,21
QOLTth,ufRHMT,aNdaQo,xYNmec,2002-06-04,2002-07-04,0.21,35,41
ddJBKa,QdNGhb,BJIPog,eLAVXg,2007-02-05,2007-03-05,0.07,6,19
dvJqUx,TUKhpm,SBuKxj,apdkQk,2008-09-03,2008-10-03,0.12,28,35
IofpxL,LGurlt,oEzdJe,YDtOBX,2000-09-20,2000-10-20,0.15,24,32
KuoNjw,zRDMTl,rSeqxf,oQNEHd,2001-01-04,2001-02-04,0.03,32,44
GYfOoj,OZLifr,jKgNXb,urMjGU,2003-12-17,2004-01-17,0.18,35,49
